0	1	12523
1	2	12523
3	4	12524
5	2	12527
6	7	12528
8	7	12528
9	10	12528
9	11	12528
12	13	12528
9	14	12528
9	15	12528
9	16	12528
9	17	12528
9	14	12528
9	18	12528
19	18	12528
20	21	12528
19	22	12528
8	23	12528
9	24	12528
9	22	12528
25	21	12528
26	7	12528
27	28	12528
29	25	12528
30	31	12529
30	31	12529
30	31	12529
30	31	12529
32	33	12529
34	35	12529
34	33	12529
36	37	12529
38	39	12529
36	40	12529
41	15	12529
41	11	12529
41	14	12529
41	13	12529
41	39	12529
41	42	12529
41	43	12529
9	40	12529
44	45	12529
46	22	12529
44	46	12529
47	46	12529
48	46	12529
9	49	12530
36	50	12530
44	51	12530
32	52	12530
36	32	12530
53	54	12530
36	55	12530
56	57	12530
36	32	12530
36	58	12530
44	59	12530
51	58	12530
44	14	12530
36	56	12530
36	60	12530
56	61	12530
62	50	12530
36	60	12530
32	59	12530
36	60	12530
36	50	12530
41	63	12530
41	64	12530
41	65	12530
41	56	12530
41	61	12530
41	43	12530
41	52	12530
41	58	12530
41	59	12530
9	64	12530
9	58	12530
12	66	12530
32	58	12530
12	66	12530
67	32	12530
41	32	12530
67	32	12530
32	68	12530
68	56	12530
67	32	12530
67	32	12530
68	61	12530
67	32	12530
67	8	12530
69	67	12530
70	51	12530
44	50	12530
67	32	12530
71	58	12530
71	72	12530
51	58	12530
72	71	12530
73	74	12530
74	73	12530
73	74	12530
74	73	12530
34	58	12530
44	75	12530
44	75	12530
9	58	12530
73	74	12530
9	76	12530
32	77	12530
41	76	12530
41	78	12530
79	48	12530
79	63	12530
41	80	12530
79	58	12530
41	81	12530
79	70	12530
19	82	12530
19	72	12530
12	32	12530
19	64	12530
19	58	12530
19	58	12530
19	58	12530
19	52	12530
83	59	12530
51	70	12530
38	58	12530
41	58	12530
63	79	12530
41	63	12530
67	59	12530
41	63	12530
41	58	12530
44	84	12530
19	85	12530
19	72	12530
3	84	12530
19	8	12530
19	58	12530
84	86	12530
83	58	12530
36	60	12530
86	48	12530
87	63	12530
36	88	12530
87	8	12530
36	89	12530
90	56	12530
36	90	12530
36	84	12530
91	92	12530
36	93	12530
91	92	12530
36	90	12530
91	92	12530
36	60	12530
