1 2 1
1 3 1
1 4 1
1 5 1
2 1 1
2 3 1
2 4 1
2 5 1
3 1 1
3 2 1
3 4 1
3 5 1
4 1 1
4 2 1
4 3 1
4 5 1
5 1 1
5 2 1
5 3 1
5 4 1
6 7 1
6 8 1
6 9 1
6 10 1
7 6 1
7 8 1
7 9 1
7 10 1
8 6 1
8 7 1
8 9 1
8 10 1
9 6 1
9 7 1
9 8 1
9 10 1
10 6 1
10 7 1
10 8 1
10 9 1
5 11 1
11 12 1
12 0 1
0 13 1
13 14 1
14 10 1
15 16 2
15 17 2
15 18 2
15 19 2
16 15 2
16 17 2
16 18 2
16 19 2
17 15 2
17 16 2
17 18 2
17 19 2
18 15 2
18 16 2
18 17 2
18 19 2
19 15 2
19 16 2
19 17 2
19 18 2
20 21 2
20 22 2
20 23 2
20 24 2
21 20 2
21 22 2
21 23 2
21 24 2
22 20 2
22 21 2
22 23 2
22 24 2
23 20 2
23 21 2
23 22 2
23 24 2
24 20 2
24 21 2
24 22 2
24 23 2
19 25 2
25 26 2
26 0 2
0 27 2
27 28 2
28 24 2
