1 2 1
1 3 1
1 4 1
1 5 1
1 6 1
1 7 1
1 8 1
1 9 1
1 10 1
2 1 1
2 3 1
2 4 1
2 5 1
2 6 1
2 7 1
2 8 1
2 9 1
2 10 1
3 1 1
3 2 1
3 4 1
3 5 1
3 6 1
3 7 1
3 8 1
3 9 1
3 10 1
4 1 1
4 2 1
4 3 1
4 5 1
4 6 1
4 7 1
4 8 1
4 9 1
4 10 1
5 1 1
5 2 1
5 3 1
5 4 1
5 6 1
5 7 1
5 8 1
5 9 1
5 10 1
6 1 1
6 2 1
6 3 1
6 4 1
6 5 1
6 7 1
6 8 1
6 9 1
6 10 1
7 1 1
7 2 1
7 3 1
7 4 1
7 5 1
7 6 1
7 8 1
7 9 1
7 10 1
8 1 1
8 2 1
8 3 1
8 4 1
8 5 1
8 6 1
8 7 1
8 9 1
8 10 1
9 1 1
9 2 1
9 3 1
9 4 1
9 5 1
9 6 1
9 7 1
9 8 1
9 10 1
10 1 1
10 2 1
10 3 1
10 4 1
10 5 1
10 6 1
10 7 1
10 8 1
10 9 1
11 12 1
11 13 1
11 14 1
11 15 1
11 16 1
11 17 1
11 18 1
11 19 1
11 20 1
12 11 1
12 13 1
12 14 1
12 15 1
12 16 1
12 17 1
12 18 1
12 19 1
12 20 1
13 11 1
13 12 1
13 14 1
13 15 1
13 16 1
13 17 1
13 18 1
13 19 1
13 20 1
14 11 1
14 12 1
14 13 1
14 15 1
14 16 1
14 17 1
14 18 1
14 19 1
14 20 1
15 11 1
15 12 1
15 13 1
15 14 1
15 16 1
15 17 1
15 18 1
15 19 1
15 20 1
16 11 1
16 12 1
16 13 1
16 14 1
16 15 1
16 17 1
16 18 1
16 19 1
16 20 1
17 11 1
17 12 1
17 13 1
17 14 1
17 15 1
17 16 1
17 18 1
17 19 1
17 20 1
18 11 1
18 12 1
18 13 1
18 14 1
18 15 1
18 16 1
18 17 1
18 19 1
18 20 1
19 11 1
19 12 1
19 13 1
19 14 1
19 15 1
19 16 1
19 17 1
19 18 1
19 20 1
20 11 1
20 12 1
20 13 1
20 14 1
20 15 1
20 16 1
20 17 1
20 18 1
20 19 1
10 21 1
21 22 1
22 23 1
23 24 1
24 0 1
0 25 1
25 26 1
26 27 1
27 28 1
28 20 1
29 30 2
29 31 2
29 32 2
29 33 2
29 34 2
29 35 2
29 36 2
29 37 2
29 38 2
30 29 2
30 31 2
30 32 2
30 33 2
30 34 2
30 35 2
30 36 2
30 37 2
30 38 2
31 29 2
31 30 2
31 32 2
31 33 2
31 34 2
31 35 2
31 36 2
31 37 2
31 38 2
32 29 2
32 30 2
32 31 2
32 33 2
32 34 2
32 35 2
32 36 2
32 37 2
32 38 2
33 29 2
33 30 2
33 31 2
33 32 2
33 34 2
33 35 2
33 36 2
33 37 2
33 38 2
34 29 2
34 30 2
34 31 2
34 32 2
34 33 2
34 35 2
34 36 2
34 37 2
34 38 2
35 29 2
35 30 2
35 31 2
35 32 2
35 33 2
35 34 2
35 36 2
35 37 2
35 38 2
36 29 2
36 30 2
36 31 2
36 32 2
36 33 2
36 34 2
36 35 2
36 37 2
36 38 2
37 29 2
37 30 2
37 31 2
37 32 2
37 33 2
37 34 2
37 35 2
37 36 2
37 38 2
38 29 2
38 30 2
38 31 2
38 32 2
38 33 2
38 34 2
38 35 2
38 36 2
38 37 2
39 40 2
39 41 2
39 42 2
39 43 2
39 44 2
39 45 2
39 46 2
39 47 2
39 48 2
40 39 2
40 41 2
40 42 2
40 43 2
40 44 2
40 45 2
40 46 2
40 47 2
40 48 2
41 39 2
41 40 2
41 42 2
41 43 2
41 44 2
41 45 2
41 46 2
41 47 2
41 48 2
42 39 2
42 40 2
42 41 2
42 43 2
42 44 2
42 45 2
42 46 2
42 47 2
42 48 2
43 39 2
43 40 2
43 41 2
43 42 2
43 44 2
43 45 2
43 46 2
43 47 2
43 48 2
44 39 2
44 40 2
44 41 2
44 42 2
44 43 2
44 45 2
44 46 2
44 47 2
44 48 2
45 39 2
45 40 2
45 41 2
45 42 2
45 43 2
45 44 2
45 46 2
45 47 2
45 48 2
46 39 2
46 40 2
46 41 2
46 42 2
46 43 2
46 44 2
46 45 2
46 47 2
46 48 2
47 39 2
47 40 2
47 41 2
47 42 2
47 43 2
47 44 2
47 45 2
47 46 2
47 48 2
48 39 2
48 40 2
48 41 2
48 42 2
48 43 2
48 44 2
48 45 2
48 46 2
48 47 2
38 49 2
49 50 2
50 51 2
51 52 2
52 0 2
0 53 2
53 54 2
54 55 2
55 56 2
56 48 2
